Croatia, Exposure to risk (period 5x5)     Last modified: 21-Apr-2017, MPv5 (May07)

   Year      Age       Female          Male         Total
2002-2004      0        57732.18     60885.35    118617.53 
2002-2004    1-4       250920.17    264071.33    514991.50 
2002-2004    5-9       353855.00    371075.50    724930.50 
2002-2004   10-14      362986.83    380717.17    743704.00 
2002-2004   15-19      396874.00    413600.00    810474.00 
2002-2004   20-24      422418.33    442962.34    865380.67 
2002-2004   25-29      419343.17    430886.34    850229.51 
2002-2004   30-34      416282.17    420020.00    836302.17 
2002-2004   35-39      455052.17    452848.51    907900.67 
2002-2004   40-44      481793.33    477634.67    959428.00 
2002-2004   45-49      496661.66    502171.17    998832.84 
2002-2004   50-54      465296.67    458356.01    923652.67 
2002-2004   55-59      381876.84    343893.84    725770.67 
2002-2004   60-64      405369.00    345501.16    750870.16 
2002-2004   65-69      423032.83    332183.67    755216.49 
2002-2004   70-74      384729.49    264005.01    648734.50 
2002-2004   75-79      286190.99    148981.19    435172.18 
2002-2004   80-84      170148.59     68488.88    238637.47 
2002-2004   85-89       51370.56     19670.63     71041.18 
2002-2004   90-94       25297.12      8385.51     33682.62 
2002-2004   95-99        3954.12      1106.22      5060.34 
2002-2004  100-104        236.86        58.83       295.70 
2002-2004  105-109          5.17         1.33         6.50 
2002-2004  110+             0.00         0.00         0.00 
2005-2009      0       101555.84    107241.37    208797.21 
2005-2009    1-4       396862.17    419673.33    816535.50 
2005-2009    5-9       542791.17    570893.83   1113685.00 
2005-2009   10-14      595788.50    624141.33   1219929.83 
2005-2009   15-19      621922.67    649989.50   1271912.17 
2005-2009   20-24      685820.50    715521.17   1401341.66 
2005-2009   25-29      720364.17    751040.16   1471404.33 
2005-2009   30-34      706390.83    723833.84   1430224.67 
2005-2009   35-39      710895.00    717379.00   1428274.00 
2005-2009   40-44      770434.33    766311.34   1536745.67 
2005-2009   45-49      811493.83    801737.67   1613231.50 
2005-2009   50-54      816236.00    813478.52   1629714.52 
2005-2009   55-59      749198.34    705181.52   1454379.86 
2005-2009   60-64      616404.50    527468.34   1143872.84 
2005-2009   65-69      658225.16    521765.18   1179990.34 
2005-2009   70-74      645689.83    452459.01   1098148.84 
2005-2009   75-79      519212.67    306430.19    825642.86 
2005-2009   80-84      330121.42    142142.68    472264.10 
2005-2009   85-89      134697.11     46806.67    181503.78 
2005-2009   90-94       33510.65     11061.18     44571.83 
2005-2009   95-99        8249.65      2255.26     10504.90 
2005-2009  100-104        583.17       147.03       730.20 
2005-2009  105-109          8.50         2.50        11.00 
2005-2009  110+             0.00         0.00         0.00 
2010-2014      0       100449.01    106996.34    207445.34 
2010-2014    1-4       413663.83    436732.67    850396.50 
2010-2014    5-9       500904.17    529257.50   1030161.67 
2010-2014   10-14      544703.83    572539.33   1117243.17 
2010-2014   15-19      598188.33    626391.17   1224579.50 
2010-2014   20-24      627374.83    655292.50   1282667.33 
2010-2014   25-29      693113.00    719175.83   1412288.83 
2010-2014   30-34      721194.67    749964.67   1471159.33 
2010-2014   35-39      704425.00    721898.17   1426323.17 
2010-2014   40-44      706246.00    710563.17   1416809.17 
2010-2014   45-49      763774.33    752965.34   1516739.67 
2010-2014   50-54      800580.00    776226.83   1576806.83 
2010-2014   55-59      798634.50    771094.51   1569729.01 
2010-2014   60-64      723430.00    650126.50   1373556.50 
2010-2014   65-69      584677.34    468166.83   1052844.17 
2010-2014   70-74      601263.16    434778.66   1036041.83 
2010-2014   75-79      546031.66    337197.34    883229.00 
2010-2014   80-84      375908.64    190096.64    566005.28 
2010-2014   85-89      181675.71     67667.72    249343.42 
2010-2014   90-94       50631.59     15381.85     66013.44 
2010-2014   95-99        6997.97      2017.84      9015.81 
2010-2014  100-104        875.87       223.21      1099.08 
2010-2014  105-109         16.13         3.17        19.30 
2010-2014  110+             0.00         0.00         0.00 
