Chile, Exposure to risk (period 5x10)     Last modified: 25-Nov-2008, MPv5 (May07)

   Year      Age       Female          Male         Total
1992-1999      0      1037202.80   1084324.52   2121527.32 
1992-1999    1-4      4280751.97   4465527.16   8746279.12 
1992-1999    5-9      5408002.47   5621134.99  11029137.46 
1992-1999   10-14     4999384.46   5170206.72  10169591.18 
1992-1999   15-19     4771268.57   4897324.80   9668593.37 
1992-1999   20-24     4820858.34   4828070.92   9648929.26 
1992-1999   25-29     4914077.71   4799596.13   9713673.84 
1992-1999   30-34     4905682.31   4722033.40   9627715.71 
1992-1999   35-39     4397241.58   4205223.90   8602465.48 
1992-1999   40-44     3612079.62   3432033.81   7044113.43 
1992-1999   45-49     3006683.26   2848492.28   5855175.54 
1992-1999   50-54     2528057.16   2370473.24   4898530.39 
1992-1999   55-59     2106353.10   1915344.16   4021697.26 
1992-1999   60-64     1832512.39   1600043.12   3432555.52 
1992-1999   65-69     1592349.51   1340630.38   2932979.89 
1992-1999   70-74     1156526.63    912936.29   2069462.92 
1992-1999   75-79      841357.38    594261.57   1435618.96 
1992-1999   80-84      598115.43    371824.10    969939.53 
1992-1999   85-89      304211.54    156101.98    460313.51 
1992-1999   90-94      105354.22     43084.00    148438.21 
1992-1999   95-99       22835.34      7334.47     30169.81 
1992-1999  100-104       2858.91       762.00      3620.91 
1992-1999  105-109        209.06        49.35       258.41 
1992-1999  110+             0.54         0.00         0.54 
2000-2005      0       684286.67    713805.01   1398091.68 
2000-2005    1-4      2756967.81   2864578.69   5621546.50 
2000-2005    5-9      3815802.63   3960096.04   7775898.68 
2000-2005   10-14     4135466.58   4294031.13   8429497.72 
2000-2005   15-19     3852807.17   3992148.05   7844955.21 
2000-2005   20-24     3593511.86   3665993.79   7259505.65 
2000-2005   25-29     3566140.07   3547207.70   7113347.77 
2000-2005   30-34     3648056.87   3579665.89   7227722.76 
2000-2005   35-39     3729254.96   3591710.04   7320965.00 
2000-2005   40-44     3522595.90   3372095.79   6894691.69 
2000-2005   45-49     2870758.56   2728591.55   5599350.11 
2000-2005   50-54     2375581.77   2254192.80   4629774.58 
2000-2005   55-59     1948922.72   1819986.33   3768909.05 
2000-2005   60-64     1628981.58   1456873.41   3085854.99 
2000-2005   65-69     1329517.46   1138644.49   2468161.95 
2000-2005   70-74     1130805.59    902041.26   2032846.85 
2000-2005   75-79      812377.31    593585.50   1405962.80 
2000-2005   80-84      509832.32    324242.74    834075.06 
2000-2005   85-89      309871.88    169630.34    479502.22 
2000-2005   90-94      124954.74     57112.76    182067.50 
2000-2005   95-99       27413.10      9068.25     36481.35 
2000-2005  100-104       3330.33       751.39      4081.73 
2000-2005  105-109        209.97        25.68       235.66 
2000-2005  110+             0.57         0.00         0.57 
